objective_number,objective_title,objective_repo,issue_number,issue_title,issue_repo,depth,pr_number,pr_title,pr_repo,pr_state,pr_url
123,[AQ] PI 26.4 Objective 2: Complete setup of AIR4US frontend,Air-Quality-Portal/aq-arch,26,Add Tools Catalog page content,Air-Quality-Portal/aq-portal,2,,,,,
123,[AQ] PI 26.4 Objective 2: Complete setup of AIR4US frontend,Air-Quality-Portal/aq-arch,27,Add Single Dataset Content,Air-Quality-Portal/aq-portal,2,,,,,
123,[AQ] PI 26.4 Objective 2: Complete setup of AIR4US frontend,Air-Quality-Portal/aq-arch,28,Add About AIR4US page content,Air-Quality-Portal/aq-portal,2,,,,,
123,[AQ] PI 26.4 Objective 2: Complete setup of AIR4US frontend,Air-Quality-Portal/aq-arch,29,Add Training and Resource page content,Air-Quality-Portal/aq-portal,2,,,,,
123,[AQ] PI 26.4 Objective 2: Complete setup of AIR4US frontend,Air-Quality-Portal/aq-arch,76,Setup a base nextjs repo,Air-Quality-Portal/aq-arch,1,,,,,
123,[AQ] PI 26.4 Objective 2: Complete setup of AIR4US frontend,Air-Quality-Portal/aq-arch,1,Clean up disasters content,Air-Quality-Portal/aq-portal,2,,,,,
123,[AQ] PI 26.4 Objective 2: Complete setup of AIR4US frontend,Air-Quality-Portal/aq-arch,2,Update Header content,Air-Quality-Portal/aq-portal,2,7,Feat: Header content,Air-Quality-Portal/aq-portal,MERGED,https://github.com/Air-Quality-Portal/aq-portal/pull/7
123,[AQ] PI 26.4 Objective 2: Complete setup of AIR4US frontend,Air-Quality-Portal/aq-arch,3,Update Footer content,Air-Quality-Portal/aq-portal,2,,,,,
123,[AQ] PI 26.4 Objective 2: Complete setup of AIR4US frontend,Air-Quality-Portal/aq-arch,4,Setup Training Page Infra,Air-Quality-Portal/aq-portal,2,12,Feat: Setup training infra,Air-Quality-Portal/aq-portal,MERGED,https://github.com/Air-Quality-Portal/aq-portal/pull/12
123,[AQ] PI 26.4 Objective 2: Complete setup of AIR4US frontend,Air-Quality-Portal/aq-arch,90,Upgrade veda-ui-blocks / Clean up dependencies,Air-Quality-Portal/aq-arch,2,,,,,
123,[AQ] PI 26.4 Objective 2: Complete setup of AIR4US frontend,Air-Quality-Portal/aq-arch,143,[EPIC] Deploy Air4US web portal,Air-Quality-Portal/aq-arch,1,,,,,
123,[AQ] PI 26.4 Objective 2: Complete setup of AIR4US frontend,Air-Quality-Portal/aq-arch,144,Add Air4US to the odsi wide observability dashboard,Air-Quality-Portal/aq-arch,1,,,,,
124,[AQ] PI 26.4 Objective 3: Develop production-ready flagship AIR4US tool (MVP edition),Air-Quality-Portal/aq-arch,124,[AQ] PI 26.4 Objective 3: Develop production-ready flagship AIR4US tool (MVP edition),Air-Quality-Portal/aq-arch,0,,,,,
124,[AQ] PI 26.4 Objective 3: Develop production-ready flagship AIR4US tool (MVP edition),Air-Quality-Portal/aq-arch,142,Collect metadata needed for plugins tool,Air-Quality-Portal/aq-arch,1,,,,,
125,[AQ] PI 26.4 Objective 4: Complete setup of AIR4US backend,Air-Quality-Portal/aq-arch,125,[AQ] PI 26.4 Objective 4: Complete setup of AIR4US backend,Air-Quality-Portal/aq-arch,0,,,,,
125,[AQ] PI 26.4 Objective 4: Complete setup of AIR4US backend,Air-Quality-Portal/aq-arch,59,Coordinate with Data Services for onboarding to EIC realm,Air-Quality-Portal/aq-arch,1,,,,,
126,JH 26.4 Objective 1: Options and guidance for server start vs. cloud costs,NASA-IMPACT/veda-jupyterhub,126,JH 26.4 Objective 1: Options and guidance for server start vs. cloud costs,NASA-IMPACT/veda-jupyterhub,0,,,,,
126,JH 26.4 Objective 1: Options and guidance for server start vs. cloud costs,NASA-IMPACT/veda-jupyterhub,122,Cost model for idle time out,NASA-IMPACT/veda-jupyterhub,1,,,,,
126,JH 26.4 Objective 1: Options and guidance for server start vs. cloud costs,NASA-IMPACT/veda-jupyterhub,8398,MAAP/VEDA hub start times: gather metrics,2i2c-org/infrastructure,1,,,,,
126,[AQ] PI 26.4 Objective 5: Integrate datasets & content into AIR4US,Air-Quality-Portal/aq-arch,126,[AQ] PI 26.4 Objective 5: Integrate datasets & content into AIR4US,Air-Quality-Portal/aq-arch,0,,,,,
126,[AQ] PI 26.4 Objective 5: Integrate datasets & content into AIR4US,Air-Quality-Portal/aq-arch,104,Draft Landing Page for NAQFC AQM Dataset,Air-Quality-Portal/aq-arch,1,,,,,
126,[AQ] PI 26.4 Objective 5: Integrate datasets & content into AIR4US,Air-Quality-Portal/aq-arch,119,Draft landing page for HMS fire/smoke dataset,Air-Quality-Portal/aq-arch,1,,,,,
126,[AQ] PI 26.4 Objective 5: Integrate datasets & content into AIR4US,Air-Quality-Portal/aq-arch,96,Index AQS Data,Air-Quality-Portal/aq-arch,1,,,,,
126,[AQ] PI 26.4 Objective 5: Integrate datasets & content into AIR4US,Air-Quality-Portal/aq-arch,113,Verify content templates with front end team,Air-Quality-Portal/aq-arch,1,,,,,
126,[AQ] PI 26.4 Objective 5: Integrate datasets & content into AIR4US,Air-Quality-Portal/aq-arch,92,Epic: Index TEMPO Data,Air-Quality-Portal/aq-arch,1,,,,,
126,[AQ] PI 26.4 Objective 5: Integrate datasets & content into AIR4US,Air-Quality-Portal/aq-arch,116,Index HMS Fire product,Air-Quality-Portal/aq-arch,1,,,,,
126,[AQ] PI 26.4 Objective 5: Integrate datasets & content into AIR4US,Air-Quality-Portal/aq-arch,117,Index HMS Smoke polygons,Air-Quality-Portal/aq-arch,1,,,,,
126,[AQ] PI 26.4 Objective 5: Integrate datasets & content into AIR4US,Air-Quality-Portal/aq-arch,120,Update existing dataset content drafts with validated template,Air-Quality-Portal/aq-arch,1,,,,,
126,[AQ] PI 26.4 Objective 5: Integrate datasets & content into AIR4US,Air-Quality-Portal/aq-arch,128,Identify which tools will go in tool catalog,Air-Quality-Portal/aq-arch,1,,,,,
126,[AQ] PI 26.4 Objective 5: Integrate datasets & content into AIR4US,Air-Quality-Portal/aq-arch,121,Draft AIR4US About Page Content,Air-Quality-Portal/aq-arch,1,,,,,
126,[AQ] PI 26.4 Objective 5: Integrate datasets & content into AIR4US,Air-Quality-Portal/aq-arch,439,༄ ODD PI 26.4 Objective 2: NAQFC optimized data delivery for AIR4US,NASA-IMPACT/veda-odd,1,,,,,
126,[AQ] PI 26.4 Objective 5: Integrate datasets & content into AIR4US,Air-Quality-Portal/aq-arch,12,Refactor backfill processing to use partitioned fork and merge approach,developmentseed/virtualizarr-data-pipelines,2,,,,,
126,[AQ] PI 26.4 Objective 5: Integrate datasets & content into AIR4US,Air-Quality-Portal/aq-arch,438,💨 ODD PI 26.4 Objective 1: TEMPO optimized data delivery for AIR4US,NASA-IMPACT/veda-odd,1,,,,,
127,JH 26.4 Objective 2: Implement KeyCloak group design,NASA-IMPACT/veda-jupyterhub,127,JH 26.4 Objective 2: Implement KeyCloak group design,NASA-IMPACT/veda-jupyterhub,0,,,,,
127,[AQ] PI 26.4 Objective 6: Project discovery and coordination,Air-Quality-Portal/aq-arch,127,[AQ] PI 26.4 Objective 6: Project discovery and coordination,Air-Quality-Portal/aq-arch,0,,,,,
127,[AQ] PI 26.4 Objective 6: Project discovery and coordination,Air-Quality-Portal/aq-arch,112,"Prepare for next Early Adopter's Meeting (Aug 5, 2026)",Air-Quality-Portal/aq-arch,1,,,,,
128,JH 26.4 Objective 3: Pilot publishing from JupyterHub with JupyterBook / MyST,NASA-IMPACT/veda-jupyterhub,128,JH 26.4 Objective 3: Pilot publishing from JupyterHub with JupyterBook / MyST,NASA-IMPACT/veda-jupyterhub,0,,,,,
128,JH 26.4 Objective 3: Pilot publishing from JupyterHub with JupyterBook / MyST,NASA-IMPACT/veda-jupyterhub,8713,Create a little myst-plugin to show off an image slider widget,2i2c-org/infrastructure,1,,,,,
128,JH 26.4 Objective 3: Pilot publishing from JupyterHub with JupyterBook / MyST,NASA-IMPACT/veda-jupyterhub,8790,Create prototype JupyterLab extension for publishing with JupyterBook.pub,2i2c-org/infrastructure,1,,,,,
129,JH 26.4 Objective 5: Upgrade to Helm v4,NASA-IMPACT/veda-jupyterhub,129,JH 26.4 Objective 5: Upgrade to Helm v4,NASA-IMPACT/veda-jupyterhub,0,,,,,
130,JH 26.4 Objective 4: Fancy Profiles Improvements,NASA-IMPACT/veda-jupyterhub,130,JH 26.4 Objective 4: Fancy Profiles Improvements,NASA-IMPACT/veda-jupyterhub,0,,,,,
130,JH 26.4 Objective 4: Fancy Profiles Improvements,NASA-IMPACT/veda-jupyterhub,64,Named servers don't remember image used,NASA-IMPACT/veda-jupyterhub,1,,,,,
130,JH 26.4 Objective 4: Fancy Profiles Improvements,NASA-IMPACT/veda-jupyterhub,8745,[veda hubs] Deploy and test new Kubespawner version,2i2c-org/infrastructure,1,,,,,
130,JH 26.4 Objective 4: Fancy Profiles Improvements,NASA-IMPACT/veda-jupyterhub,162,UI to customize autostart option in the permalink,2i2c-org/jupyterhub-fancy-profiles,1,,,,,
130,JH 26.4 Objective 4: Fancy Profiles Improvements,NASA-IMPACT/veda-jupyterhub,161,Build nbgitpuller support into the Fancy Profiles permalink creation UI,2i2c-org/jupyterhub-fancy-profiles,1,,,,,
130,JH 26.4 Objective 4: Fancy Profiles Improvements,NASA-IMPACT/veda-jupyterhub,163,Make a new release,2i2c-org/jupyterhub-fancy-profiles,1,,,,,
130,JH 26.4 Objective 4: Fancy Profiles Improvements,NASA-IMPACT/veda-jupyterhub,164,"When a server is already running, permalinks take users to the running server instead of the spawn options page",2i2c-org/jupyterhub-fancy-profiles,1,,,,,
131,JH 26.4 Objective - Maintenance and Support,NASA-IMPACT/veda-jupyterhub,131,JH 26.4 Objective - Maintenance and Support,NASA-IMPACT/veda-jupyterhub,0,,,,,
131,JH 26.4 Objective - Maintenance and Support,NASA-IMPACT/veda-jupyterhub,108,Increase /tmp size on hosts,NASA-IMPACT/veda-jupyterhub,1,,,,,
131,JH 26.4 Objective - Maintenance and Support,NASA-IMPACT/veda-jupyterhub,107,Jupyter can't see /tmp,NASA-IMPACT/veda-jupyterhub,1,,,,,
177,[26.4] Objective 1 : Design and develop reusable plugins,NASA-IMPACT/MMGIS,177,[26.4] Objective 1 : Design and develop reusable plugins,NASA-IMPACT/MMGIS,0,,,,,
177,[26.4] Objective 1 : Design and develop reusable plugins,NASA-IMPACT/MMGIS,182,Raster time series chart plugin — chart raster values over time for an analyzed area,NASA-IMPACT/MMGIS,1,,,,,
177,[26.4] Objective 1 : Design and develop reusable plugins,NASA-IMPACT/MMGIS,183,Vector time series chart plugin — chart a clicked feature's values over time,NASA-IMPACT/MMGIS,1,,,,,
177,[26.4] Objective 1 : Design and develop reusable plugins,NASA-IMPACT/MMGIS,184,Interactive map tooltip — reusable tooltip system for map content,NASA-IMPACT/MMGIS,1,,,,,
177,[26.4] Objective 1 : Design and develop reusable plugins,NASA-IMPACT/MMGIS,185,Comparison plugin for real vs forecast data ,NASA-IMPACT/MMGIS,1,,,,,
177,[26.4] Objective 1 : Design and develop reusable plugins,NASA-IMPACT/MMGIS,158,Add deck.gl-raster as a client-side COG renderer option (deck missions only),NASA-IMPACT/MMGIS,1,,,,,
178,"[26.4] Objective 2:  Operations, Development support, Chores",NASA-IMPACT/MMGIS,178,"[26.4] Objective 2:  Operations, Development support, Chores",NASA-IMPACT/MMGIS,0,,,,,
178,"[26.4] Objective 2:  Operations, Development support, Chores",NASA-IMPACT/MMGIS,193,Deploy the lean dev environment officially from `development` via CI,NASA-IMPACT/MMGIS,1,210,[193] Deploy the dev environment from development via CI,NASA-IMPACT/MMGIS,MERGED,https://github.com/NASA-IMPACT/MMGIS/pull/210
178,"[26.4] Objective 2:  Operations, Development support, Chores",NASA-IMPACT/MMGIS,194,[Bug]: Creating or cloning a mission duplicates the template's default tools,NASA-IMPACT/MMGIS,1,196,"[194] Make the mission template fallback-only: posted arrays replace, never concatenate",NASA-IMPACT/MMGIS,MERGED,https://github.com/NASA-IMPACT/MMGIS/pull/196
178,"[26.4] Objective 2:  Operations, Development support, Chores",NASA-IMPACT/MMGIS,157,Generate mission configs from plugin defaults and profiles,NASA-IMPACT/MMGIS,1,197,[157] Generate mission configs from plugin defaults and profiles,NASA-IMPACT/MMGIS,MERGED,https://github.com/NASA-IMPACT/MMGIS/pull/197
178,"[26.4] Objective 2:  Operations, Development support, Chores",NASA-IMPACT/MMGIS,109,[Feat]: Add default config for user interface when creating new mission,NASA-IMPACT/MMGIS,1,198,[109] Start new missions from the generated minimal template,NASA-IMPACT/MMGIS,MERGED,https://github.com/NASA-IMPACT/MMGIS/pull/198
178,"[26.4] Objective 2:  Operations, Development support, Chores",NASA-IMPACT/MMGIS,195,Add a protected `production` branch that deploys its own production environment,NASA-IMPACT/MMGIS,1,,,,,
178,"[26.4] Objective 2:  Operations, Development support, Chores",NASA-IMPACT/MMGIS,199,Define each MMGIS environment in Terraform — no more hand-built infrastructure,NASA-IMPACT/MMGIS,1,,,,,
178,"[26.4] Objective 2:  Operations, Development support, Chores",NASA-IMPACT/MMGIS,200,Decide how config placeholders resolve environment values (allowlist vs namespace vs auto),NASA-IMPACT/MMGIS,1,,,,,
178,"[26.4] Objective 2:  Operations, Development support, Chores",NASA-IMPACT/MMGIS,201,Block PR merges when required CI checks fail or haven't run,NASA-IMPACT/MMGIS,1,,,,,
178,"[26.4] Objective 2:  Operations, Development support, Chores",NASA-IMPACT/MMGIS,204,Plugins 26.4 - Ceremonies,NASA-IMPACT/MMGIS,1,,,,,
178,"[26.4] Objective 2:  Operations, Development support, Chores",NASA-IMPACT/MMGIS,83,Develop TimeControl / Timeline Plugin,NASA-IMPACT/MMGIS,1,,,,,
178,"[26.4] Objective 2:  Operations, Development support, Chores",NASA-IMPACT/MMGIS,146,Add a Comparison tool: swipe-compare two layers or two dates,NASA-IMPACT/MMGIS,1,,,,,
178,"[26.4] Objective 2:  Operations, Development support, Chores",NASA-IMPACT/MMGIS,145,Map: add side-by-side swipe comparison rendering driven through the plugin event bus,NASA-IMPACT/MMGIS,1,,,,,
178,"[26.4] Objective 2:  Operations, Development support, Chores",NASA-IMPACT/MMGIS,165,Layer: consume `layerFilter:changed` to filter the layer list,NASA-IMPACT/MMGIS,1,,,,,
178,"[26.4] Objective 2:  Operations, Development support, Chores",NASA-IMPACT/MMGIS,159,"Layer Manager: add ""Share layer to external services"" to the layer menu",NASA-IMPACT/MMGIS,1,,,,,
178,"[26.4] Objective 2:  Operations, Development support, Chores",NASA-IMPACT/MMGIS,205,Share and Mapcontrol in same plugin,NASA-IMPACT/MMGIS,1,,,,,
178,"[26.4] Objective 2:  Operations, Development support, Chores",NASA-IMPACT/MMGIS,207,Add support for pop up modal,NASA-IMPACT/MMGIS,1,,,,,
178,"[26.4] Objective 2:  Operations, Development support, Chores",NASA-IMPACT/MMGIS,98,MapControl plugin,NASA-IMPACT/MMGIS,1,115,Feat/mapcontrol plugin,NASA-IMPACT/MMGIS,OPEN,https://github.com/NASA-IMPACT/MMGIS/pull/115
178,"[26.4] Objective 2:  Operations, Development support, Chores",NASA-IMPACT/MMGIS,102,Add external service layer plugin,NASA-IMPACT/MMGIS,1,126,feat: AddTempLayer plugin (WMS/WMTS/XYZ/GeoJSON) + core layer-add bus,NASA-IMPACT/MMGIS,OPEN,https://github.com/NASA-IMPACT/MMGIS/pull/126
178,"[26.4] Objective 2:  Operations, Development support, Chores",NASA-IMPACT/MMGIS,214,Stop serving README.md from the app server,NASA-IMPACT/MMGIS,1,215,[214] Stop serving README.md from the app server,NASA-IMPACT/MMGIS,OPEN,https://github.com/NASA-IMPACT/MMGIS/pull/215
178,"[26.4] Objective 2:  Operations, Development support, Chores",NASA-IMPACT/MMGIS,163,Add a configurable two-step layer filter (theme rail + filters),NASA-IMPACT/MMGIS,1,164, LayerFilter plugin — configurable two-step layer filter,NASA-IMPACT/MMGIS,OPEN,https://github.com/NASA-IMPACT/MMGIS/pull/164
178,"[26.4] Objective 2:  Operations, Development support, Chores",NASA-IMPACT/MMGIS,219,LayerFilter foundation: listed-flag pipeline + faceted engine + activation catalogue loader,NASA-IMPACT/MMGIS,2,,,,,
178,"[26.4] Objective 2:  Operations, Development support, Chores",NASA-IMPACT/MMGIS,220,"All three themes on the faceted engine: Need/Hazard, Event activation picker, geocode Location",NASA-IMPACT/MMGIS,2,,,,,
178,"[26.4] Objective 2:  Operations, Development support, Chores",NASA-IMPACT/MMGIS,221,[Non-dev]  LayerFilter data schema (SCHEMA.md),NASA-IMPACT/MMGIS,2,,,,,
179,"[26.4] Objective 3: Configure, Assemble & deploy disasters and air4us tools for user testing",NASA-IMPACT/MMGIS,179,"[26.4] Objective 3: Configure, Assemble & deploy disasters and air4us tools for user testing",NASA-IMPACT/MMGIS,0,,,,,
179,"[26.4] Objective 3: Configure, Assemble & deploy disasters and air4us tools for user testing",NASA-IMPACT/MMGIS,187,"Configure, assemble & deploy the Air4US tool for user testing",NASA-IMPACT/MMGIS,1,,,,,
179,"[26.4] Objective 3: Configure, Assemble & deploy disasters and air4us tools for user testing",NASA-IMPACT/MMGIS,811,"Objective #6 [26.4] - [Plug-ins]: Configure, assemble & deploy the Disasters tool for user testing",NASA-IMPACT/veda-architecture,1,,,,,
180,"[26.4] Objective 4: Plugin Composition, plugin-to-plugin communication",NASA-IMPACT/MMGIS,180,"[26.4] Objective 4: Plugin Composition, plugin-to-plugin communication",NASA-IMPACT/MMGIS,0,,,,,
180,"[26.4] Objective 4: Plugin Composition, plugin-to-plugin communication",NASA-IMPACT/MMGIS,189,ADR for plugin composition,NASA-IMPACT/MMGIS,1,,,,,
180,"[26.4] Objective 4: Plugin Composition, plugin-to-plugin communication",NASA-IMPACT/MMGIS,190,Implement the baseline setup for plugin composition,NASA-IMPACT/MMGIS,1,,,,,
180,"[26.4] Objective 4: Plugin Composition, plugin-to-plugin communication",NASA-IMPACT/MMGIS,191,Document framework interface and plugins events catalog,NASA-IMPACT/MMGIS,1,,,,,
181,[26.4] Objective 5: ADR for Dashboard configuration UI,NASA-IMPACT/MMGIS,181,[26.4] Objective 5: ADR for Dashboard configuration UI,NASA-IMPACT/MMGIS,0,,,,,
186,"Objective #6 [26.4] - [Plug-in]: Configure, assemble & deploy the Disasters tool for user testing",NASA-IMPACT/MMGIS,186,"Objective #6 [26.4] - [Plug-in]: Configure, assemble & deploy the Disasters tool for user testing",NASA-IMPACT/MMGIS,0,,,,,
777,Objective #1 [26.4] - [Team Lead]: Project Discovery + Coordination,NASA-IMPACT/veda-architecture,777,Objective #1 [26.4] - [Team Lead]: Project Discovery + Coordination,NASA-IMPACT/veda-architecture,0,,,,,
777,Objective #1 [26.4] - [Team Lead]: Project Discovery + Coordination,NASA-IMPACT/veda-architecture,28,PI 26.4 - Scope how to clean up old data from Disasters AWS S3 bucket,Disasters-Learning-Portal/disasters-portal,1,,,,,
777,Objective #1 [26.4] - [Team Lead]: Project Discovery + Coordination,NASA-IMPACT/veda-architecture,276,Create project timeline draft plan (June - Sept 2026),Disasters-Learning-Portal/disasters-portal,1,,,,,
